ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
"LA MANU, campus Le Havre",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/la-manu-campus-le-havre.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/la-manu-campus-le-havre.html,,Le Havre,,,Normandie,,,,
FIM CCI Formation Campus de Cherbourg,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-des-metiers-et-du-management-cherbourg-82634.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-superieure-des-metiers-et-du-management-cherbourg-82634.html,,Cherbourg-en-Cotentin,,,Normandie,,,,
UFR des sciences et techniques,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-des-sciences-et-techniques-9389.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-des-sciences-et-techniques-9389.html,,Le Havre,,,Normandie,,,,
Faculté des affaires internationales,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-affaires-internationales-9388.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-affaires-internationales-9388.html,Fac AI,Le Havre,,,Normandie,,,,
Campus d'Evreux,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-antenne-d-evreux-9383.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-antenne-d-evreux-9383.html,,Évreux,,,Normandie,,,,
UFR santé,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sante-8330.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sante-8330.html,,Caen,,,Normandie,,,,
UFR sciences et techniques des activités physiques et sportives,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-8328.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-8328.html,UFR STAPS,Caen,,,Normandie,,,,
UFR langues vivantes étrangères,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-langues-vivantes-etrangeres-8327.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-langues-vivantes-etrangeres-8327.html,UFR LVE,Caen,,,Normandie,,,,
UFR des sciences,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-des-sciences-8326.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-des-sciences-8326.html,,Caen,,,Normandie,,,,
"UFR de sciences économiques, de gestion, de géographie et d'aménagement du territoire",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-sciences-economiques-de-gestion-de-geographie-et-d-amenagement-du-territoir-8324.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-sciences-economiques-de-gestion-de-geographie-et-d-amenagement-du-territoir-8324.html,UFR SEGGAT,Caen,,,Normandie,,,,
