ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
"INSEEC Masters of Science et MBA, campus de Bordeaux",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-bordeaux-82143.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-inseec-masters-of-science-et-mba-campus-de-bordeaux-82143.html,,Bordeaux,,,Nouvelle-Aquitaine,,,,
Unité de formation des sciences de l'ingénieur - Collège sciences et technologies,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-des-sciences-de-l-ingenieur-college-sciences-et-technologies-82072.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-des-sciences-de-l-ingenieur-college-sciences-et-technologies-82072.html,UF SDI,Talence,,,Nouvelle-Aquitaine,,,,
Faculté des sciences de l'éducation et de la formation - Collège sciences de l'homme,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-de-l-education-college-sciences-de-l-homme-82063.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-de-l-education-college-sciences-de-l-homme-82063.html,,Bordeaux,,,Nouvelle-Aquitaine,,,,
Faculté de psychologie - Collège sciences de l'homme,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-psychologie-college-sciences-de-l-homme-82062.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-psychologie-college-sciences-de-l-homme-82062.html,,Bordeaux,,,Nouvelle-Aquitaine,,,,
"Faculté d'anthropologie sociale, ethnologie - Collège sciences de l'homme",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-d-anthropologie-sociale-ethnologie-college-sciences-de-l-homme-82061.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-d-anthropologie-sociale-ethnologie-college-sciences-de-l-homme-82061.html,,Bordeaux,,,Nouvelle-Aquitaine,,,,
Unité de formation de mathématiques et interactions - Collège sciences et technologies,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-de-mathematiques-et-interactions-college-sciences-et-technolog-82055.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-unite-de-formation-de-mathematiques-et-interactions-college-sciences-et-technolog-82055.html,UF MI,Talence,,,Nouvelle-Aquitaine,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-78117.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-78117.html,CFA LEEM Aquitaine,Bordeaux,,,Nouvelle-Aquitaine,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-enseignement-superieur-recherche-poitou-charentes-77986.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-enseignement-superieur-recherche-poitou-charentes-77986.html,CFA sup Nouvelle-Aquitaine,Chasseneuil-du-Poitou,,,Nouvelle-Aquitaine,,,,
Antenne de Bayonne,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-antenne-de-bayonne-78896.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-antenne-de-bayonne-78896.html,,Bayonne,,,Nouvelle-Aquitaine,,,,
Centre de formation d'apprentis de l'UPPA,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-79487.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-79487.html,CFA UPPA,Pau,,,Nouvelle-Aquitaine,,,,
