ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
Ecole Supérieure de la Banque – Bourgogne-Franche-Comté,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-des-metiers-de-la-banque-79594.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-des-metiers-de-la-banque-79594.html,ESBanque Bourgogne-Franche-Comté,Dijon,,,Bourgogne-Franche-Comté,,,,
Centre de formation d'apprentis de l'enseignement supérieur de Franche-Comté,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-de-l-enseignement-superieur-de-franche-comte-77745.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-de-l-enseignement-superieur-de-franche-comte-77745.html,CFA Sup FC,Besançon,,,Bourgogne-Franche-Comté,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/centre-de-formation-dapprentis-2.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/centre-de-formation-dapprentis-2.html,CFA supérieur de Bourgogne,Dijon,,,Bourgogne-Franche-Comté,,,,
"Arts et Métiers, campus de Chalon-sur-Saône",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-arts-et-metiers-campus-de-chalon-sur-saone-76975.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-arts-et-metiers-campus-de-chalon-sur-saone-76975.html,,Chalon-sur-Saône,,,Bourgogne-Franche-Comté,,,,
Ecole de commerce et management,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-commerce-et-management-80245.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-commerce-et-management-80245.html,ECM Besançon,Besançon,,,Bourgogne-Franche-Comté,,,,
Ecole de commerce et management,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-commerce-et-management-80244.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-commerce-et-management-80244.html,ECM Belfort,Belfort,,,Bourgogne-Franche-Comté,,,,
Ecole de commerce et management,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/ecole-de-commerce-et-management.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/ecole-de-commerce-et-management.html,ECM Dijon,Dijon,,,Bourgogne-Franche-Comté,,,,
Pôle formation 58-89 Sens,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-pole-formation-des-industries-technologiques-yonne-nievre-sens-72222.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-pole-formation-des-industries-technologiques-yonne-nievre-sens-72222.html,,Sens,,,Bourgogne-Franche-Comté,,,,
"Arts et Métiers, campus de Cluny",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-arts-et-metiers-campus-de-cluny-6478.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-arts-et-metiers-campus-de-cluny-6478.html,,Cluny,,,Bourgogne-Franche-Comté,,,,
Université de technologie de Belfort-Montbéliard,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-universite-de-technologie-de-belfort-montbeliard-7650.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-universite-de-technologie-de-belfort-montbeliard-7650.html,UTBM,Belfort,,,Bourgogne-Franche-Comté,,,,
