ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
Centre de formation d'apprentis Cerfal régional multiprofessionnel,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-cerfal-regional-multiprofessionnel-6743.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-cerfal-regional-multiprofessionnel-6743.html,CFA Cerfal,Paris,,,Île-de-France,,,,
Centre de formation d'apprentis INSTA,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-82129.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-82129.html,CFA INSTA,Paris,,,Île-de-France,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-72268.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-72268.html,CFA Cnam IDF,La Plaine Saint Denis,,,Île-de-France,,,,
"CY Tech, grande école de sciences, d'ingénierie, d'économie et de gestion, campus de Cergy",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cy-tech-grande-ecole-de-sciences-dingenierie-deconomie-et-de-gestion-campus-de-cergy.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cy-tech-grande-ecole-de-sciences-dingenierie-deconomie-et-de-gestion-campus-de-cergy.html,CY Tech Cergy,Cergy Pontoise,,,Île-de-France,,,,
MODART International Paris,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-mod-art-international-82768.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-mod-art-international-82768.html,,Paris,,,Île-de-France,,,,
Institut national des techniques économiques et comptables,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-national-des-techniques-economiques-et-comptables-7047.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-national-des-techniques-economiques-et-comptables-7047.html,INTEC,Paris,,,Île-de-France,,,,
CFA DIFCAM IDF,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-idf.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-idf.html,CFA DIFCAM IDF,Montrouge,,,Île-de-France,,,,
Graduate School Sociologie et Science Politique,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/graduate-school-sociologie-et-science-politique.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/graduate-school-sociologie-et-science-politique.html,,Guyancourt,,,Île-de-France,,,,
AgroParisTech - campus de Grignon,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/agroparistech-campus-de-grignon.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/agroparistech-campus-de-grignon.html,,Thiverval-Grignon,,,Île-de-France,,,,
Ecole Supérieure de la Banque – Ile-de-France,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/lecole-superieure-de-la-banque.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/lecole-superieure-de-la-banque.html,ESBanque Ile-de-France,Nanterre,,,Île-de-France,,,,
Ecole supérieure européenne de management,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/ecole-superieure-europeenne-de-management.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/ecole-superieure-europeenne-de-management.html,ESEM,Paris,,,Île-de-France,,,,
"Institut Supérieur de Sciences Religieuses, Collège des Bernardins",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-superieur-de-sciences-religieuses-college-des-bernardins.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/institut-superieur-de-sciences-religieuses-college-des-bernardins.html,Ecole Cathédrale,Paris,,,Île-de-France,,,,
Ecole doctorale de Sciences Po,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-doctorale-de-sciences-po-83972.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-doctorale-de-sciences-po-83972.html,,Paris,,,Île-de-France,,,,
"EPB - BTS, Bachelor & Mastère",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-preparation-au-bts-83449.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-de-preparation-au-bts-83449.html,EPB,Gentilly,,,Île-de-France,,,,
