ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
Faculté de psychologie,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-psychologie-78184.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-psychologie-78184.html,,Strasbourg,,,Grand Est,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-78878.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-78878.html,CFA université de Reims Champagne-Ardenne,Reims,,,Grand Est,,,,
Centre de formation d'apprentis,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-79598.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-de-formation-d-apprentis-79598.html,CFA LEEM Alsace,Illkirch-Graffenstaden,,,Grand Est,,,,
Haute école des arts du Rhin. Académie supérieure de musique de Strasbourg,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-haute-ecole-des-arts-du-rhin-academie-superieure-de-musique-de-strasbourg-81183.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-haute-ecole-des-arts-du-rhin-academie-superieure-de-musique-de-strasbourg-81183.html,HEAR musique,Strasbourg,,,Grand Est,,,,
CFA DIFCAM Est,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-est.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/cfa-difcam-est.html,CFA DIFCAM Est,Metz,,,Grand Est,,,,
AgroParisTech - campus de Nancy,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-nancy-9669.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-agroparistech-centre-de-nancy-9669.html,,Nancy,,,Grand Est,,,,
Campus des Comtes de Champagne,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-universitaire-de-troyes-9285.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-centre-universitaire-de-troyes-9285.html,,Troyes,,,Grand Est,,,,
Ecole d'ingénieur en sciences industrielles et numérique,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-de-formation-technique-superieure-9282.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-de-formation-technique-superieure-9282.html,EiSINe,Charleville-Mézières,,,Grand Est,,,,
UFR sciences et techniques des activités physiques et sportives,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-9281.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-9281.html,UFR STAPS,Reims,,,Grand Est,,,,
UFR de médecine,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-medecine-9279.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-de-medecine-9279.html,,Reims,,,Grand Est,,,,
