ecole_name,ecole_more_inf_url,ecole_voir_la_fiche_url,ecole_title,ecole_ville,ecole_phone,ecole_email,ecole_region,ecole_nb_etudiants,ecole_web_site_url,ecole_address,ecole_comment_contacter
"Faculté d'économie et de gestion, campus Marseille",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/faculte-deconomie-et-de-gestion-campus-marseille.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/faculte-deconomie-et-de-gestion-campus-marseille.html,FEG Marseille,Marseille,,,Provence-Alpes-Côte d'Azur,,,,
Exxea,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/exxea.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/exxea.html,,Marseille,,,Provence-Alpes-Côte d'Azur,,,,
IESCA Aix-en-Provence,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-iesca-aix-en-provence-83098.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-iesca-aix-en-provence-83098.html,,Aix-en-Provence,,,Provence-Alpes-Côte d'Azur,,,,
Institut de droit de l'environnement et du développement durable,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-de-droit-de-l-environnement-et-du-developpement-durable-83083.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-de-droit-de-l-environnement-et-du-developpement-durable-83083.html,IDEDD,Marseille,,,Provence-Alpes-Côte d'Azur,,,,
Faculté de médecine,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-medecine-8994.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-medecine-8994.html,,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Faculté des sciences,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-8992.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-8992.html,,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Institut du droit de la paix et du développement,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-du-droit-de-la-paix-et-du-developpement-8990.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-du-droit-de-la-paix-et-du-developpement-8990.html,IdPD,Nice,,,Provence-Alpes-Côte d'Azur,,,,
"Faculté des lettres, arts et sciences humaines",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-lettres-arts-et-sciences-humaines-8989.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-lettres-arts-et-sciences-humaines-8989.html,Faculté LASH,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Faculté de droit et science politique,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-droit-et-science-politique-8988.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-de-droit-et-science-politique-8988.html,,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Faculté des sciences du sport,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-du-sport-8987.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-faculte-des-sciences-du-sport-8987.html,UFR STAPS,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Institut d'administration des entreprises - Graduate School of Management,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-d-administration-des-entreprises-8986.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-d-administration-des-entreprises-8986.html,IAE Nice,Nice,,,Provence-Alpes-Côte d'Azur,,,,
Institut d'administration des entreprises,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-d-administration-des-entreprises-9019.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-d-administration-des-entreprises-9019.html,IAE de Toulon,Toulon,,,Provence-Alpes-Côte d'Azur,,,,
UFR information et communication - Ingémédia,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-information-et-communication-ingemedia-9018.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-information-et-communication-ingemedia-9018.html,,Toulon,,,Provence-Alpes-Côte d'Azur,,,,
UFR sciences et techniques des activités physiques et sportives,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-9015.html,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ufr-sciences-et-techniques-des-activites-physiques-et-sportives-9015.html,UFR STAPS,Toulon,,,Provence-Alpes-Côte d'Azur,,,,
